Species	Sample	Coefficient	Estimate
C.duplex	WAL016	chrLR778257.1	0.995176591666885
C.duplex	WAL016	chrLR778258.1	0.995924226520699
C.duplex	WAL016	chrLR778259.1	1.00016859287577
C.duplex	WAL016	chrLR778260.1	0.99925306340133
C.duplex	WAL016	chrLR778261.1	0.963081811791562
C.duplex	WAL016	chrLR778262.1	0.962123938002548
C.duplex	WAL016	chrLR778263.1	1.01472113057681
C.duplex	WAL016	chrLR778264.1	0.993440873830839
C.duplex	WAL016	chrLR778265.1	0.980172331859902
C.duplex	WAL016	chrLR778266.1	1.01002707478109
C.duplex	WAL016	chrLR778267.1	1.00486895990966
C.duplex	WAL016	chrLR778268.1	0.999226136122046
C.duplex	WAL016	chrLR778269.1	1.02781005625095
C.duplex	WAL016	chrLR778270.1	0.967022898456714
C.duplex	WAL016	chrLR778271.1	0.989821381266915
C.duplex	WAL016	chrLR778272.1	1.00395867351246
C.duplex	WAL016	chrLR778273.1	0.977245811471623
C.duplex	WAL016	chrLR778274.1	1.57786045199175
C.duplex	WAL016	chrLR778275.1	1.01887957988736
C.duplex	WAL016	chrLR778276.1	1.01637062525414
C.duplex	WAL016	chrLR778277.1	1.00626093182313
C.duplex	WAL016	chrLR778278.1	0.974098086108111
C.duplex	WAL016	chrLR778279.1	0.964917445104518
C.duplex	WAL016	chrLR778280.1	1.27634775198297
C.duplex	WAL016	chrLR778281.1	0.976909278105114
C.duplex	WAL016	chrLR778282.1	1.00708263115874
C.duplex	WAL016	chrLR778283.1	0.959551661317594
C.duplex	WAL016	chrLR778284.1	1.52456383480197
C.duplex	WAL016	chrLR778285.1	0.96977209511957
C.duplex	WAL016	chrLR778286.1	0.951093017692637
C.duplex	WAL016	chrLR778287.1	1.18925358990583
C.duplex	WAL016	chrLR778288.1	0.983934658887486
C.duplex	WAL016	chrLR778289.1	1.06564632535511
C.duplex	WAL016	chrLR778290.1	1.51388204671685
C.duplex	WAL016	chrLR778291.1	0.992887127950074
C.duplex	WAL016	chrLR778292.1	0.981234856040587
C.duplex	WAL078	(Intercept)	1374.54015423366
C.duplex	WAL078	size	0.992521361238343
C.duplex	WAL078	chrLR778254.1	0.970914310520867
C.duplex	WAL078	chrLR778255.1	0.982533451175833
C.duplex	WAL078	chrLR778256.1	1.08230875265968
C.duplex	WAL078	chrLR778257.1	1.0018888030399
C.duplex	WAL078	chrLR778258.1	1.00915758807949
C.duplex	WAL078	chrLR778259.1	1.02204348429031
C.duplex	WAL078	chrLR778260.1	1.01820771922353
C.duplex	WAL078	chrLR778261.1	0.977206794431786
C.duplex	WAL078	chrLR778262.1	1.00388646707897
C.duplex	WAL078	chrLR778263.1	0.983269370838463
C.duplex	WAL078	chrLR778264.1	1.01210794479607
C.duplex	WAL078	chrLR778265.1	1.01940921239961
C.duplex	WAL078	chrLR778266.1	1.04021340836098
C.duplex	WAL078	chrLR778267.1	1.02348163932455
C.duplex	WAL078	chrLR778268.1	1.01756412145792
C.duplex	WAL078	chrLR778269.1	1.01005497558366
C.duplex	WAL078	chrLR778270.1	0.990685933438283
C.duplex	WAL078	chrLR778271.1	1.01202683433776
C.duplex	WAL078	chrLR778272.1	1.00813075932577
C.duplex	WAL078	chrLR778273.1	0.990720939439494
C.duplex	WAL078	chrLR778274.1	1.61506944176451
C.duplex	WAL078	chrLR778275.1	1.02307718202187
C.duplex	WAL078	chrLR778276.1	1.0163087147564
C.duplex	WAL078	chrLR778277.1	0.987365378577378
C.duplex	WAL078	chrLR778278.1	1.00471017202421
C.duplex	WAL078	chrLR778279.1	0.971697496285361
C.duplex	WAL078	chrLR778280.1	1.30100906590942
C.duplex	WAL078	chrLR778281.1	0.978556104638695
C.duplex	WAL078	chrLR778282.1	1.00510705778215
C.duplex	WAL078	chrLR778283.1	0.959549058891799
C.duplex	WAL078	chrLR778284.1	1.53873184316865
C.duplex	WAL078	chrLR778285.1	0.975481162516033
C.duplex	WAL078	chrLR778286.1	0.944739524898652
C.duplex	WAL078	chrLR778287.1	1.20231113726273
C.duplex	WAL078	chrLR778288.1	0.985839483382187
C.duplex	WAL078	chrLR778289.1	1.04016897436262
C.duplex	WAL078	chrLR778290.1	1.44154417863192
C.duplex	WAL078	chrLR778291.1	1.00936549214961
C.duplex	WAL078	chrLR778292.1	1.19020794011209
C.duplex	WAL079	(Intercept)	982.875840613725
C.duplex	WAL079	size	0.992737463663844
C.duplex	WAL079	chrLR778254.1	0.958172611177293
C.duplex	WAL079	chrLR778255.1	0.975065427984142
C.duplex	WAL079	chrLR778256.1	1.05557100255603
C.duplex	WAL079	chrLR778257.1	0.974327877239519
C.duplex	WAL079	chrLR778258.1	0.988376588446387
C.duplex	WAL079	chrLR778259.1	1.01929309298672
C.duplex	WAL079	chrLR778260.1	0.988348409784393
C.duplex	WAL079	chrLR778261.1	0.973010416955978
C.duplex	WAL079	chrLR778262.1	0.993969259510675
C.duplex	WAL079	chrLR778263.1	0.989179570249341
C.duplex	WAL079	chrLR778264.1	0.987574611179407
C.duplex	WAL079	chrLR778265.1	1.01248740644532
C.duplex	WAL079	chrLR778266.1	1.02731805952192
C.duplex	WAL079	chrLR778267.1	1.01720313847278
C.duplex	WAL079	chrLR778268.1	0.996898570883668
C.duplex	WAL079	chrLR778269.1	1.01036773943585
C.duplex	WAL079	chrLR778270.1	0.975234693262432
C.duplex	WAL079	chrLR778271.1	0.995871076458949
C.duplex	WAL079	chrLR778272.1	1.01966283867475
C.duplex	WAL079	chrLR778273.1	0.993085528149003
C.duplex	WAL079	chrLR778274.1	1.59017443819999
C.duplex	WAL079	chrLR778275.1	1.01142516103158
C.duplex	WAL079	chrLR778276.1	1.00777093564905
C.duplex	WAL079	chrLR778277.1	0.97645927172555
C.duplex	WAL079	chrLR778278.1	0.995389697037752
C.duplex	WAL079	chrLR778279.1	0.967650519995179
C.duplex	WAL079	chrLR778280.1	1.28612523332007
C.duplex	WAL079	chrLR778281.1	0.970193996443257
C.duplex	WAL079	chrLR778282.1	0.973887825541219
C.duplex	WAL079	chrLR778283.1	0.93971780091323
C.duplex	WAL079	chrLR778284.1	1.52439963747424
C.duplex	WAL079	chrLR778285.1	0.973212875208821
C.duplex	WAL079	chrLR778286.1	0.962351821023053
C.duplex	WAL079	chrLR778287.1	1.20290289158867
C.duplex	WAL079	chrLR778288.1	0.975197477885455
C.duplex	WAL079	chrLR778289.1	1.04981169857362
C.duplex	WAL079	chrLR778290.1	1.49916776656019
C.duplex	WAL079	chrLR778291.1	1.00249757693136
C.duplex	WAL079	chrLR778292.1	1.05094435103695
C.duplex	WAL084	(Intercept)	618.73165367356
C.duplex	WAL084	size	0.994482748178321
C.duplex	WAL084	chrLR778254.1	0.960564421125705
C.duplex	WAL084	chrLR778255.1	0.990354128660293
C.duplex	WAL084	chrLR778256.1	1.07814996698933
C.duplex	WAL084	chrLR778257.1	0.995909439892579
C.duplex	WAL084	chrLR778258.1	1.01363743812101
C.duplex	WAL084	chrLR778259.1	1.03630425852404
C.duplex	WAL084	chrLR778260.1	0.995967463921179
C.duplex	WAL084	chrLR778261.1	0.991169531513724
C.duplex	WAL084	chrLR778262.1	0.992810877299007
C.duplex	WAL084	chrLR778263.1	1.01203143473499
C.duplex	WAL084	chrLR778264.1	1.00497634955833
C.duplex	WAL084	chrLR778265.1	0.994548270653195
C.duplex	WAL084	chrLR778266.1	1.0299074143669
C.duplex	WAL084	chrLR778267.1	1.03315071794263
C.duplex	WAL084	chrLR778268.1	1.00523563132106
C.duplex	WAL084	chrLR778269.1	1.03502238958961
C.duplex	WAL084	chrLR778270.1	0.983507227538168
C.duplex	WAL084	chrLR778271.1	1.00685264698471
C.duplex	WAL084	chrLR778272.1	1.01974919179355
C.duplex	WAL084	chrLR778273.1	1.00467327460429
C.duplex	WAL084	chrLR778274.1	1.68228571272153
C.duplex	WAL084	chrLR778275.1	1.01567482960024
C.duplex	WAL084	chrLR778276.1	1.02064342903016
C.duplex	WAL084	chrLR778277.1	1.00747543837558
C.duplex	WAL084	chrLR778278.1	1.00183279298175
C.duplex	WAL084	chrLR778279.1	0.979996211660448
C.duplex	WAL084	chrLR778280.1	1.27739801694882
C.duplex	WAL084	chrLR778281.1	0.988785919898603
C.duplex	WAL084	chrLR778282.1	1.00239635536235
C.duplex	WAL084	chrLR778283.1	0.979965380346513
C.duplex	WAL084	chrLR778284.1	1.56501337549559
C.duplex	WAL084	chrLR778285.1	0.988327602410729
C.duplex	WAL084	chrLR778286.1	0.969838668388844
C.duplex	WAL084	chrLR778287.1	1.22779871740845
C.duplex	WAL084	chrLR778288.1	0.992083674095225
C.duplex	WAL084	chrLR778289.1	1.0622699452373
C.duplex	WAL084	chrLR778290.1	1.5347094930521
C.duplex	WAL084	chrLR778291.1	1.02530268881945
C.duplex	WAL084	chrLR778292.1	1.16544107419454
C.duplex	WAL086	(Intercept)	929.903909072131
C.duplex	WAL086	size	0.993040779309827
C.duplex	WAL086	chrLR778254.1	0.962711089929195
C.duplex	WAL086	chrLR778255.1	0.973266984575326
C.duplex	WAL086	chrLR778256.1	1.08173232099473
C.duplex	WAL086	chrLR778257.1	0.978235323199552
C.duplex	WAL086	chrLR778258.1	1.01744349057123
C.duplex	WAL086	chrLR778259.1	1.02486560152293
C.duplex	WAL086	chrLR778260.1	1.00182359418333
C.duplex	WAL086	chrLR778261.1	0.991468119812785
C.duplex	WAL086	chrLR778262.1	0.969541201141273
C.duplex	WAL086	chrLR778263.1	1.00631472207189
C.duplex	WAL086	chrLR778264.1	0.997313522275808
C.duplex	WAL086	chrLR778265.1	0.981807334290783
C.duplex	WAL086	chrLR778266.1	1.02698439277129
C.duplex	WAL086	chrLR778267.1	1.00446904666441
C.duplex	WAL086	chrLR778268.1	0.995081191949651
C.duplex	WAL086	chrLR778269.1	1.03281469674169
C.duplex	WAL086	chrLR778270.1	0.98253960019135
C.duplex	WAL086	chrLR778271.1	0.979288038282519
C.duplex	WAL086	chrLR778272.1	0.998173370827027
C.duplex	WAL086	chrLR778273.1	0.984163061772997
C.duplex	WAL086	chrLR778274.1	1.59027443126215
C.duplex	WAL086	chrLR778275.1	1.03108801538284
C.duplex	WAL086	chrLR778276.1	1.01131187069751
C.duplex	WAL086	chrLR778277.1	0.997033004362696
C.duplex	WAL086	chrLR778278.1	0.96773912822889
C.duplex	WAL086	chrLR778279.1	0.972930666907323
C.duplex	WAL086	chrLR778280.1	1.26929668761971
C.duplex	WAL086	chrLR778281.1	0.96773810233244
C.duplex	WAL086	chrLR778282.1	0.9943960991949
C.duplex	WAL086	chrLR778283.1	0.960959487241032
C.duplex	WAL086	chrLR778284.1	1.52351379428308
C.duplex	WAL086	chrLR778285.1	0.987050723404266
C.duplex	WAL086	chrLR778286.1	0.964028586126944
C.duplex	WAL086	chrLR778287.1	1.22315549876102
C.duplex	WAL086	chrLR778288.1	0.979303750163436
C.duplex	WAL086	chrLR778289.1	1.02073024855997
C.duplex	WAL086	chrLR778290.1	1.44164066439149
C.duplex	WAL086	chrLR778291.1	1.04700746498085
C.duplex	WAL086	chrLR778292.1	1.12169997959881
C.duplex	WAL088	(Intercept)	1028.02542197929
C.duplex	WAL088	size	0.993185831870073
C.duplex	WAL088	chrLR778254.1	0.966931992409766
C.duplex	WAL088	chrLR778255.1	0.964670164420759
C.duplex	WAL088	chrLR778256.1	1.0900499390013
C.duplex	WAL088	chrLR778257.1	0.9928772369263
C.duplex	WAL088	chrLR778258.1	1.02146722313338
C.duplex	WAL088	chrLR778259.1	1.02580116164616
C.duplex	WAL088	chrLR778260.1	1.01607800623499
C.duplex	WAL088	chrLR778261.1	0.980969854544198
C.duplex	WAL088	chrLR778262.1	0.985778639983401
C.duplex	WAL088	chrLR778263.1	1.01972509660318
C.duplex	WAL088	chrLR778264.1	1.01769428119708
C.duplex	WAL088	chrLR778265.1	0.993910297042008
C.duplex	WAL088	chrLR778266.1	1.06680750945142
C.duplex	WAL088	chrLR778267.1	1.0192901818607
C.duplex	WAL088	chrLR778268.1	1.00907829248163
C.duplex	WAL088	chrLR778269.1	1.048331358806
C.duplex	WAL088	chrLR778270.1	0.976871068140529
C.duplex	WAL088	chrLR778271.1	1.00260932843815
C.duplex	WAL088	chrLR778272.1	1.01862452181879
C.duplex	WAL088	chrLR778273.1	0.992082106187348
C.duplex	WAL088	chrLR778274.1	1.64424431712462
C.duplex	WAL088	chrLR778275.1	1.03812192688107
C.duplex	WAL088	chrLR778276.1	1.01454999810424
C.duplex	WAL088	chrLR778277.1	1.0077797565387
C.duplex	WAL088	chrLR778278.1	0.975902116629118
C.duplex	WAL088	chrLR778279.1	0.99695893332279
C.duplex	WAL088	chrLR778280.1	1.29993313460336
C.duplex	WAL088	chrLR778281.1	0.970481157484231
C.duplex	WAL088	chrLR778282.1	1.0120390622997
C.duplex	WAL088	chrLR778283.1	0.958650757927877
C.duplex	WAL088	chrLR778284.1	1.5343475419016
C.duplex	WAL088	chrLR778285.1	0.989914591244531
C.duplex	WAL088	chrLR778286.1	0.98481012084031
C.duplex	WAL088	chrLR778287.1	1.214027857464
C.duplex	WAL088	chrLR778288.1	0.991787304567435
C.duplex	WAL088	chrLR778289.1	1.07068714719049
C.duplex	WAL088	chrLR778290.1	1.52419852297669
C.duplex	WAL088	chrLR778291.1	1.0413078197355
C.duplex	WAL088	chrLR778292.1	1.12297355755476
C.duplex	ZUR011	(Intercept)	1225.46339974741
C.duplex	ZUR011	size	0.992161556400663
C.duplex	ZUR011	chrLR778254.1	0.997033300802692
C.duplex	ZUR011	chrLR778255.1	0.956754288988901
C.duplex	ZUR011	chrLR778256.1	1.07588373112491
C.duplex	ZUR011	chrLR778257.1	1.01567441498318
C.duplex	ZUR011	chrLR778258.1	1.02720188362161
C.duplex	ZUR011	chrLR778259.1	1.0352628374187
C.duplex	ZUR011	chrLR778260.1	1.01972338054988
C.duplex	ZUR011	chrLR778261.1	0.995791894503526
C.duplex	ZUR011	chrLR778262.1	0.989793944007449
C.duplex	ZUR011	chrLR778263.1	1.00235196847314
C.duplex	ZUR011	chrLR778264.1	1.02060950462266
C.duplex	ZUR011	chrLR778265.1	0.992014385745737
C.duplex	ZUR011	chrLR778266.1	1.03710372316941
C.duplex	ZUR011	chrLR778267.1	1.00096725857808
C.duplex	ZUR011	chrLR778268.1	1.01067340772561
C.duplex	ZUR011	chrLR778269.1	1.05250044027376
C.duplex	ZUR011	chrLR778270.1	0.975139376789705
C.duplex	ZUR011	chrLR778271.1	1.00873154701696
C.duplex	ZUR011	chrLR778272.1	0.993835501733862
C.duplex	ZUR011	chrLR778273.1	0.992751182255228
C.duplex	ZUR011	chrLR778274.1	1.53529158254821
C.duplex	ZUR011	chrLR778275.1	1.02674833480564
C.duplex	ZUR011	chrLR778276.1	0.999146652063167
C.duplex	ZUR011	chrLR778277.1	1.00885714513532
C.duplex	ZUR011	chrLR778278.1	0.957092974159266
C.duplex	ZUR011	chrLR778279.1	0.976397007045862
C.duplex	ZUR011	chrLR778280.1	1.24435415695447
C.duplex	ZUR011	chrLR778281.1	0.970789487672381
C.duplex	ZUR011	chrLR778282.1	0.979699833668004
C.duplex	ZUR011	chrLR778283.1	0.953100405710876
C.duplex	ZUR011	chrLR778284.1	1.48593313393494
C.duplex	ZUR011	chrLR778285.1	0.978948275770566
C.duplex	ZUR011	chrLR778286.1	0.93805253014678
C.duplex	ZUR011	chrLR778287.1	1.17587564536015
C.duplex	ZUR011	chrLR778288.1	1.00925598303549
C.duplex	ZUR011	chrLR778289.1	1.11350577381972
C.duplex	ZUR011	chrLR778290.1	1.45622417325655
C.duplex	ZUR011	chrLR778291.1	1.02072371833373
C.duplex	ZUR011	chrLR778292.1	0.936354130912115
C.duplex	ZUR018	(Intercept)	1032.81960931629
C.duplex	ZUR018	size	0.992514507453338
C.duplex	ZUR018	chrLR778254.1	0.974391994713244
C.duplex	ZUR018	chrLR778255.1	0.968821572201884
C.duplex	ZUR018	chrLR778256.1	1.08206113368902
C.duplex	ZUR018	chrLR778257.1	0.999480033132758
C.duplex	ZUR018	chrLR778258.1	1.00879857468851
C.duplex	ZUR018	chrLR778259.1	1.03409578424024
C.duplex	ZUR018	chrLR778260.1	1.02919354842618
C.duplex	ZUR018	chrLR778261.1	0.993979558503688
C.duplex	ZUR018	chrLR778262.1	0.986424813228624
C.duplex	ZUR018	chrLR778263.1	1.01328486545294
C.duplex	ZUR018	chrLR778264.1	0.992800669568262
C.duplex	ZUR018	chrLR778265.1	0.998499115385086
C.duplex	ZUR018	chrLR778266.1	1.05729757882396
C.duplex	ZUR018	chrLR778267.1	1.02615727875001
C.duplex	ZUR018	chrLR778268.1	1.00592608624648
C.duplex	ZUR018	chrLR778269.1	1.05009903747042
C.duplex	ZUR018	chrLR778270.1	0.997515229787924
C.duplex	ZUR018	chrLR778271.1	1.00688788929148
C.duplex	ZUR018	chrLR778272.1	1.01848215672686
C.duplex	ZUR018	chrLR778273.1	1.00712667863164
C.duplex	ZUR018	chrLR778274.1	1.61453632960079
C.duplex	ZUR018	chrLR778275.1	1.02828405119197
C.duplex	ZUR018	chrLR778276.1	0.997105622545049
C.duplex	ZUR018	chrLR778277.1	0.98338871406521
C.duplex	ZUR018	chrLR778278.1	0.976430977336935
C.duplex	ZUR018	chrLR778279.1	0.986555640632055
C.duplex	ZUR018	chrLR778280.1	1.30570940042452
C.duplex	ZUR018	chrLR778281.1	1.01459167491473
C.duplex	ZUR018	chrLR778282.1	0.996880239482599
C.duplex	ZUR018	chrLR778283.1	0.98270923279966
C.duplex	ZUR018	chrLR778284.1	1.52683788183829
C.duplex	ZUR018	chrLR778285.1	0.989145795734944
C.duplex	ZUR018	chrLR778286.1	0.948063825191821
C.duplex	ZUR018	chrLR778287.1	1.22435243609737
C.duplex	ZUR018	chrLR778288.1	0.999402611885059
C.duplex	ZUR018	chrLR778289.1	1.08128069453666
C.duplex	ZUR018	chrLR778290.1	1.45394163109988
C.duplex	ZUR018	chrLR778291.1	1.04777922578087
C.duplex	ZUR018	chrLR778292.1	0.983034905338683
C.fatioi	THU081	(Intercept)	959.070639786603
C.fatioi	THU081	size	0.992192920417642
C.fatioi	THU081	chrLR778254.1	0.960233654369302
C.fatioi	THU081	chrLR778255.1	0.961662658714937
C.fatioi	THU081	chrLR778256.1	1.05859057769286
C.fatioi	THU081	chrLR778257.1	0.980917643207758
C.fatioi	THU081	chrLR778258.1	1.00116437208254
C.fatioi	THU081	chrLR778259.1	1.00678991681269
C.fatioi	THU081	chrLR778260.1	0.984567387601132
C.fatioi	THU081	chrLR778261.1	0.963893919805419
C.fatioi	THU081	chrLR778262.1	0.961569654883627
C.fatioi	THU081	chrLR778263.1	0.977609772640692
C.fatioi	THU081	chrLR778264.1	0.985862832975357
C.fatioi	THU081	chrLR778265.1	0.975523977416773
C.fatioi	THU081	chrLR778266.1	1.02466487325292
C.fatioi	THU081	chrLR778267.1	0.994455482762135
C.fatioi	THU081	chrLR778268.1	0.993078026922723
C.fatioi	THU081	chrLR778269.1	1.00186305737886
C.fatioi	THU081	chrLR778270.1	0.94691319175541
C.fatioi	THU081	chrLR778271.1	0.976681199124628
C.fatioi	THU081	chrLR778272.1	0.991348163642167
C.fatioi	THU081	chrLR778273.1	0.974419469084646
C.fatioi	THU081	chrLR778274.1	1.60997186190625
C.fatioi	THU081	chrLR778275.1	0.997101677828988
C.fatioi	THU081	chrLR778276.1	1.00686235790448
C.fatioi	THU081	chrLR778277.1	0.953965115312713
C.fatioi	THU081	chrLR778278.1	0.976969920419251
C.fatioi	THU081	chrLR778279.1	0.974036274910097
C.fatioi	THU081	chrLR778280.1	1.24805151741125
C.fatioi	THU081	chrLR778281.1	0.956343420456868
C.fatioi	THU081	chrLR778282.1	0.993421838531335
C.fatioi	THU081	chrLR778283.1	0.945488395260998
C.fatioi	THU081	chrLR778284.1	1.45058860472825
C.fatioi	THU081	chrLR778285.1	0.998191717994962
C.fatioi	THU081	chrLR778286.1	0.941788714683316
C.fatioi	THU081	chrLR778287.1	1.16434571624274
C.fatioi	THU081	chrLR778288.1	0.980862784633168
C.fatioi	THU081	chrLR778289.1	1.06141818558234
C.fatioi	THU081	chrLR778290.1	1.44976391507813
C.fatioi	THU081	chrLR778291.1	0.994215028061159
C.fatioi	THU081	chrLR778292.1	1.05251823266943
C.fatioi	THU120	(Intercept)	596.123427492563
C.fatioi	THU120	size	0.993263052388749
C.fatioi	THU120	chrLR778254.1	0.974777121430783
C.fatioi	THU120	chrLR778255.1	0.967901103360668
C.fatioi	THU120	chrLR778256.1	1.09760084156981
C.fatioi	THU120	chrLR778257.1	1.01000325833385
C.fatioi	THU120	chrLR778258.1	1.01619882033337
C.fatioi	THU120	chrLR778259.1	1.03632846532116
C.fatioi	THU120	chrLR778260.1	1.03399163054489
C.fatioi	THU120	chrLR778261.1	1.00451751179299
C.fatioi	THU120	chrLR778262.1	0.994993046880869
C.fatioi	THU120	chrLR778263.1	1.00477954480341
C.fatioi	THU120	chrLR778264.1	0.997595813459994
C.fatioi	THU120	chrLR778265.1	1.00564708919785
C.fatioi	THU120	chrLR778266.1	0.99589880411279
C.fatioi	THU120	chrLR778267.1	1.02574142542401
C.fatioi	THU120	chrLR778268.1	1.03044157607885
C.fatioi	THU120	chrLR778269.1	1.03597503917428
C.fatioi	THU120	chrLR778270.1	0.975661020628201
C.fatioi	THU120	chrLR778271.1	1.0002944213676
C.fatioi	THU120	chrLR778272.1	1.02922062690289
C.fatioi	THU120	chrLR778273.1	1.00481345224938
C.fatioi	THU120	chrLR778274.1	1.65279501897345
C.fatioi	THU120	chrLR778275.1	1.03369861549594
C.fatioi	THU120	chrLR778276.1	1.02988176589428
C.fatioi	THU120	chrLR778277.1	1.00450268843051
C.fatioi	THU120	chrLR778278.1	0.989770513841881
C.fatioi	THU120	chrLR778279.1	0.991030888611299
C.fatioi	THU120	chrLR778280.1	1.29220053532712
C.fatioi	THU120	chrLR778281.1	0.993247344444793
C.fatioi	THU120	chrLR778282.1	0.997018877096034
C.fatioi	THU120	chrLR778283.1	0.969395294449218
C.fatioi	THU120	chrLR778284.1	1.58036249171911
C.fatioi	THU120	chrLR778285.1	1.02610187320143
C.fatioi	THU120	chrLR778286.1	0.968352346650337
C.fatioi	THU120	chrLR778287.1	1.22168631449277
C.fatioi	THU120	chrLR778288.1	1.00243929863364
C.fatioi	THU120	chrLR778289.1	1.10769441504911
C.fatioi	THU120	chrLR778290.1	1.49133707125528
C.fatioi	THU120	chrLR778291.1	1.03062637228822
C.fatioi	THU120	chrLR778292.1	1.13221666912292
C.fatioi	BRZ005	(Intercept)	1538.98320853675
C.fatioi	BRZ005	size	0.991914875568512
C.fatioi	BRZ005	chrLR778254.1	0.952942185480501
C.fatioi	BRZ005	chrLR778255.1	0.974169927176082
C.fatioi	BRZ005	chrLR778256.1	1.05041315254686
C.fatioi	BRZ005	chrLR778257.1	0.993959307336434
C.fatioi	BRZ005	chrLR778258.1	0.997889813219521
C.fatioi	BRZ005	chrLR778259.1	1.01839145687092
C.fatioi	BRZ005	chrLR778260.1	0.984984467161643
C.fatioi	BRZ005	chrLR778261.1	0.976965984032355
C.fatioi	BRZ005	chrLR778262.1	0.96752088027575
C.fatioi	BRZ005	chrLR778263.1	0.973173350771074
C.fatioi	BRZ005	chrLR778264.1	0.962737760357748
C.fatioi	BRZ005	chrLR778265.1	0.957981641237478
C.fatioi	BRZ005	chrLR778266.1	1.03603497122575
C.fatioi	BRZ005	chrLR778267.1	0.989882329818479
C.fatioi	BRZ005	chrLR778268.1	0.978259103968762
C.fatioi	BRZ005	chrLR778269.1	1.02948568860153
C.fatioi	BRZ005	chrLR778270.1	0.967306023145458
C.fatioi	BRZ005	chrLR778271.1	0.991586867857845
C.fatioi	BRZ005	chrLR778272.1	1.00099265771022
C.fatioi	BRZ005	chrLR778273.1	0.975080250381986
C.fatioi	BRZ005	chrLR778274.1	1.62693939495606
C.fatioi	BRZ005	chrLR778275.1	0.996387858197749
C.fatioi	BRZ005	chrLR778276.1	0.990677819295278
C.fatioi	BRZ005	chrLR778277.1	0.971941909499627
C.fatioi	BRZ005	chrLR778278.1	0.976066870820355
C.fatioi	BRZ005	chrLR778279.1	0.997597543294464
C.fatioi	BRZ005	chrLR778280.1	1.24795460553097
C.fatioi	BRZ005	chrLR778281.1	0.964690994269386
C.fatioi	BRZ005	chrLR778282.1	0.980634267430706
C.fatioi	BRZ005	chrLR778283.1	0.953727632552151
C.fatioi	BRZ005	chrLR778284.1	1.51343622430843
C.fatioi	BRZ005	chrLR778285.1	0.970220205049948
C.fatioi	BRZ005	chrLR778286.1	0.941072517591297
C.fatioi	BRZ005	chrLR778287.1	1.18447767700675
C.fatioi	BRZ005	chrLR778288.1	0.96276355316717
C.fatioi	BRZ005	chrLR778289.1	1.0488212316874
C.fatioi	BRZ005	chrLR778290.1	1.48830457198585
C.fatioi	BRZ005	chrLR778291.1	1.01906809406303
C.fatioi	BRZ005	chrLR778292.1	1.04454521109258
C.fatioi	BRZ006	(Intercept)	1775.42232464556
C.fatioi	BRZ006	size	0.992100060845026
C.fatioi	BRZ006	chrLR778254.1	0.989386742790316
C.fatioi	BRZ006	chrLR778255.1	0.95241469580229
C.fatioi	BRZ006	chrLR778256.1	1.07756646721077
C.fatioi	BRZ006	chrLR778257.1	1.02576097433992
C.fatioi	BRZ006	chrLR778258.1	0.988735263403431
C.fatioi	BRZ006	chrLR778259.1	1.02686049580399
C.fatioi	BRZ006	chrLR778260.1	1.00928248871695
C.fatioi	BRZ006	chrLR778261.1	0.987151919330444
C.fatioi	BRZ006	chrLR778262.1	1.0045854880687
C.fatioi	BRZ006	chrLR778263.1	0.984945179310886
C.fatioi	BRZ006	chrLR778264.1	0.990022421129349
C.fatioi	BRZ006	chrLR778265.1	0.97170634935592
C.fatioi	BRZ006	chrLR778266.1	1.04221168308261
C.fatioi	BRZ006	chrLR778267.1	0.989759972156652
C.fatioi	BRZ006	chrLR778268.1	1.01523030142053
C.fatioi	BRZ006	chrLR778269.1	1.04021513273986
C.fatioi	BRZ006	chrLR778270.1	0.997823663635785
C.fatioi	BRZ006	chrLR778271.1	1.00713824256828
C.fatioi	BRZ006	chrLR778272.1	1.02608550176984
C.fatioi	BRZ006	chrLR778273.1	0.99578685031565
C.fatioi	BRZ006	chrLR778274.1	1.56709697029405
C.fatioi	BRZ006	chrLR778275.1	1.02983828857983
C.fatioi	BRZ006	chrLR778276.1	1.01709462260705
C.fatioi	BRZ006	chrLR778277.1	1.02485630780426
C.fatioi	BRZ006	chrLR778278.1	0.965304972873635
C.fatioi	BRZ006	chrLR778279.1	0.976435755618915
C.fatioi	BRZ006	chrLR778280.1	1.2545088600625
C.fatioi	BRZ006	chrLR778281.1	0.975575518715483
C.fatioi	BRZ006	chrLR778282.1	1.00177013238019
C.fatioi	BRZ006	chrLR778283.1	0.956649640845846
C.fatioi	BRZ006	chrLR778284.1	1.43434047324783
C.fatioi	BRZ006	chrLR778285.1	0.995361422360131
C.fatioi	BRZ006	chrLR778286.1	0.935981435719647
C.fatioi	BRZ006	chrLR778287.1	1.17844978699971
C.fatioi	BRZ006	chrLR778288.1	0.98444539631072
C.fatioi	BRZ006	chrLR778289.1	1.06583791747098
C.fatioi	BRZ006	chrLR778290.1	1.40133046686937
C.fatioi	BRZ006	chrLR778291.1	0.99478674670451
C.fatioi	BRZ006	chrLR778292.1	0.968379258991006
C.fatioi	BRZ008	(Intercept)	1623.30987805404
C.fatioi	BRZ008	size	0.991969443930878
C.fatioi	BRZ008	chrLR778254.1	0.959966673791112
C.fatioi	BRZ008	chrLR778255.1	0.941511278562276
C.fatioi	BRZ008	chrLR778256.1	1.066509271735
C.fatioi	BRZ008	chrLR778257.1	0.997804366872661
C.fatioi	BRZ008	chrLR778258.1	0.977244802037987
